,key,project,author,field,created,text,textLength
2251,DNN-4965,dnn,brucerchapman,description,2014-02-28 10:51:22.335,"+As a user of the site, when I upload a file, I want to have the option of using drag and drop, list or searching for a file so that I can choose the fastest way of selecting a file for my h2. Conversation Throughout DNN a combination file is used. This allows users to either choose an existing file or to upload a new file to the location specified. The new design will retain the presentation of the old design, but will change the style of the drop-downs to ensure that they do not grow large when the underlying list is large whether that is folders or files. This will ensure faster performance of the UI and easier user experience to find a file or folder. The uploader makes selection of a file simpler. This feature will remain as is currently in use. Above : File Picker in use, showing current file selected Above : File Picker in use, showing Folder selection drop down. Above: File picker in use, showing list of files in drop down. h2. Confirmation The existing file picker uploader control will have the folder and file drop-downs replaced The folder picker will be re-used as it is elsewhere in the DNN Platform (such as in the file Upload control) The file drop-down will be created to use the same style and functionality as the folder-picker, only it will list out the filenames instead of folder names If the folder picker changes the selection, the list of files in the file picker will change to match. The search for a filename will work by matching all the filenames in the selected folder. The file upload will work in the same way, and the file will be uploaded into the currently selected folder. The new file drop-down (the file picker) will be used as a stand-alone control, as well as being part of the file SEE CONTENT-2323 for linked PRD and implementation locations",1798
2361,DNN-4246,dnn,Alexey.tregub,description,2013-12-03 00:50:56.244,"The page permission UI behavior is confusing (Platform) Steps to reproduce: 1. Install the latest DNN Platform build 186 2. Login as host 3. Add a new user Tester 4. Add a new role Testers 5. Assign the Testers role to Tester 6. Add A new page Test 7. Go to the Test page permission grid 8. Set permission for Testers role as Deny to View, Allow to Edit Actual result: The permission was set up successfully, and settings are confusing Expected : There could be tree concurrent approaches, all three will have the very close set of View-Edit settings possible, and only UI behavior is different; I personally prefer the first one as more intuitively 1. If the View permission is set to Deny the Edit permission automatically changes to Deny, and the Edit check box is inactive and Edit settings cannot be changed If the View permission is set to Not Allow (not set) the Edit permission automatically changes to Not Allow (not set), and the Edit check box is inactive and Edit settings cannot be changed If the View permission is set to Allow the Edit permission does not change, and The Edit check box is active and can be set to any of three settings (Not Allow, Allow, Deny) 2. If the Edit permission is set to Deny the View permission automatically changes to Deny, and the View check box is inactive and View settings cannot be changed If the Edit permission is set to Allow the View permission automatically changes to Allow , and the View check box is inactive and View settings cannot be changed If the Edit permission is set to Not Allow the View permission does not change, and the View check box is active and can be set to any of three settings (Not Allow, Allow, Deny) 3 As soon as one of the View or Edit permission set to Deny the second one is changed to Deny as well; both check boxes are active and could be changed to any other settings in accordance to the next rules. If the Edit permission is set to Allow, the View is changed to Allow is well If the Edit permission is set to Not Allow (not Set) the View permission is not changed If the View permission is changed from Deny to any other (allow or not Allow) the Edit permission is changed to Not Allow (not set) If the View permission is changed to from Allow to Not Allow (Not set) the Edit permission is changed (or stay as) to Not allow (not set). If View Permission is changed from not allowed to allow, the Edit permission is stay as Not allow (Not set). (Today we have fourth behavior: any one settings (Deny, Not Allow, Allow) for View and Edit permission can be assigned independently, and why we have confusing a Deny to View, Allow to Edit result)",2630
2492,DNN-3344,dnn,Alexey.tregub,description,2013-08-14 17:57:59.894,"Inconsistent behaviour of Update page URL button On the Page Settings pop-up we have two different Update buttons Update (for page URL) and Update page. The pop-up could be closed again by two different buttons Update page and Cancel button. The page URL input line could have three different meaningful inputs Text line with current not changed page URL, Text line for new URL, or empty field to rollback for the default page URL. With all that possibilities we have 24 different scenarios: 5 of them have intuitively understandable expected result nothing were change result, 1 of them (type a new URL and click both Update button sequentially) have intuitively understandable expected result the page URL was changes to the new input), and 1 of them (Clear URL input line and click both Update button sequentially) have intuitively understandable expected result the page URL was changes to the default page URL (set on the page creation. All other 17 scenarios have or understandable expected results or hard to understand expected results. In such situation there is no surprise the actual behavior of functionality do not equal to any expected results, and introduce a new result for some scenarios create a permanent redirection to 404 page. I would recommend having only one Update button with expected result click on that Update button update all page settings include the Page URL. Step to reproduce: 1. Install the latest DNN build 97 2. Log in as Host 3. Add a new page Test 4. Go to Edit Page Page Settings 5. Change page URL form site Test to site News 6. Click Update button 7. Click Cancel button Actual result Expected result: URL is displayed in the browser address bar 8. Go to Home page 9. Go to Test page 10. Go to Edit Page Page Settings 11. Clear the Page URL input line 12. Click Update button 13. Click Cancel button Actual result: URL is displayed in the browser address bar Expected result: site Test URL is displayed in the browser address bar 14. Go to Home page 15. Go to Test page Actual result: URL is displayed in the browser address bar Expected result: site Test URL is displayed in the browser address bar 16. Clear the Page URL input line 17. Click Update button 18. Click Page Update button Actual result: URL is displayed in the browser address bar, but DNN 404 page Page cannot be found is open Expected result: site Test URL is displayed in the browser address bar 19. Go to Home page 20. Go to Admin - Recycle bin Actual result Expected result the Recycl bin is empty 21. Go to Test page Actual result: URL is displayed in the browser address bar, but DNN 404 page Page cannot be found is open Expected result: site Test URL is displayed in the browser address bar Too many confused and non-expected results.",2751
2499,DNN-3263,dnn,philip.beadle,description,2013-08-05 22:46:53.636,"Developers who want to build extensions for the DotNetNuke platform must first be familiar with the basic CMS user experience for creating pages, module instances, and content. With this in mind, creating a new custom module should be no more difficult than it is to add an existing module to a page. Leveraging the standard user experience, we will create a new Development module category in the Add Module menu in the Control Panel. A new Module Creator module will be available in this category. This module is only relevant to Host users. The should make the option very discoverable and accessible for developers ( ie. they do not have to navigate the various administrative menus ). This Module Creator module can be added to any page just like a normal DotNetNuke module. It exposes a number of basic options which a developer will need to provide in order to create a custom module: Owner Name: DotNetNuke requires a unique top level namespace to ensure uniqueness. The owner name could be an organization name, brand name, developers name, The system will save the value provided as a Host Setting so that it can be used as a default for any modules created in the future. Module Name: A short name to identify the purpose of the module Description: Optional. A description of the module Language: C or VB. The default is C . Changing the selection reloads the list of Templates. Template: A list of templates loaded dynamically based on the Language selected. It will only display templates of type Module. There are 3 different dynamic module models which can be utilized based on preference Inline Script, User Control, and Razor. The default will be Module User Control. When a user selects a template, it will load and display an associated file ( if one exists ). The file can contain a description of the template files, but it can also include code samples which could be cut and pasted into the module control to add additional functionality. Control Name: Modules can contain multiple controls. This option allows the user to specify the name of the file created. The default will be View When the developer presses the Create Module button it will register the module in the database, create a module category for the Owner and associate it to the module, and update the ModuleDefID of the module instance with the ModuleDefID of the newly registered module. The end result is that the Module Creator module will be replaced on the page with the new module created. At this point the module is fully usable within the environment and the developer can browse to the page where it is located using the standard website navigation.",2650
2668,APSTUD-4895,apstud,ccrayton@viewkeeper.org,description,2012-06-13 17:40:33.000,"My notebook computer, also running Aptana 3, now has the same issue as my desktop. I have now verified this issue on two different computers, both Windows 7 x64. I followed all of instructions in email, attached my theme, reset defaults on annotations and set defaults on theme and as you can see from the attached the issue remains. In order to fix this I need to go to preferences aptana studio themes and press ""reset defaults"" Every time I start I need to go do that reset defaults. I don't think it's the theme: something buggy happens when Aptana initializes that changes something in my settings. Having to go through settings to undo it is lame, and it has to be a change that happened with the latest upgrade. Please get someone to fix :) After latest upgrade, highlighted text color (PyDev editor) is opaque and changing theme colors does not work reliably. All themes show behavior like the attached screenshot: the highlighted text foreground and background are the same color. Changing selected foreground colors does not work as expected: selecting a dark-colored selection background results in a light-colored background. Selecting the theme override for seems to fix the issue for the current session, but when I shut down Aptana and restart the highlight is broken again, even though the little 'B' icon next to is still selected. I need to click it off and back on again to fix the highlight, which again only works until I restart. I've been using Aptana without issues for at least 6 months prior to this issue, and have not touched color settings in months. The latest update seems to have broken theme handling. MOTE UPDATES: See attached. If you look closely, I selected a very dark gray(almost back) color for the line highlight and Aptana is using a bright gray. Any color I choose for the line highlight is ignored, and Aptana chooses a much brighter color. Aptana is just ignoring my setting for selected text altogether. MORE UPDATES: I have had two instances today where I started Aptana, went in and changed so that I could see highlighted text (the broken bug is 100% repeatable). After switching to another window and switching back the highlight was broken again, requiring me to change the setting again. This is profoundly irritating. I hope whatever change broke color handling was awesome enough to cause this much pain.",2358
2688,APSTUD-4843,apstud,cwilliams,description,2012-05-24 12:35:02.000,"CSS Warnings Option JSHint Option Bad hex color ' '. ? bad style Bad style. Looks for border-radius with more than 4 values in CSS. Bad url ' '. Looks for matches against for url function values. Also checks for mis-matched quotes in URL css A css file should begin with 'UTF-8'; ? Expected an at-rule, and instead saw ? Expected an attribute, and instead saw . ? Expected an id, and instead saw . Looks for ' ' followed by in CSS selectors. Expected a class, and instead saw . Looks for followed by in CSS selectors. Expected a number between 0 and 1 and instead saw ' ' Looks for fractional 4th arg to CSS rgba() function. Expected a lang code, and instead saw : . Looks for CSS with no value in parens. Expected a linear unit and instead saw ' '. Looks for CSS lengths that are numbers not followed by a known unit. Expected a CSS media type, and instead saw ' '. Expects with a known type. Expected a name and instead saw ' '. ? Expected a non-standard style attribute and instead saw ' '. ? Expected a number and instead saw ' '. Looks for 4 lengths inside rect() function (checks that each is a length - number and unit). Expected a percentage and instead saw ' ' Looks for percents over 100 inside rgb() function args. Expected a positive number and instead saw ' ' Looks for negative numbers inside CSS rgb rgba() function. Expected a pseudo, and instead saw : . ? Expected a CSS selector, and instead saw . ? Expected a small positive integer and instead saw ' ' Looks for numbers over 255 in CSS colors defined using rgb() function. Expected a string and instead saw . ? Excepted a style attribute, and instead saw ' '. ? Expected a style pattern, and instead saw ' '. ? Expected a tagName, and instead saw . ? missing url Missing url. Looks for no value in url() function. not Nested not. Checks CSS selector for nested Warning. Unrecognized style attribute ' '. Checks for unknown CSS property names in style attribute value. Warning.",1946
2689,APSTUD-4842,apstud,cwilliams,description,2012-05-29 11:13:24.000,"Option JSHint Option a label ' ' is a statement Looks for references to label identifiers in code (not as break continue jumps). is not Appears to be unused. ' ' is not defined. Appears to be unused. a scope ' ' used out of scope. Unable to trigger, even with example at funscope ' ' is already defined. Looks for variables defined multiple times (not in global scope). shadow and The '&&' subexpression should be wrapped in parens. Looks for && inside expression. Warning. Do not assign to the exception parameter. Looks for assignment to errors in catch blocks. Warning. Expected an assignment or function call and instead saw an expression. Looks for statements without any assignment or function call - which indicates unused code. (say 1+2;) expr avoid a Avoid ' '. Looks for calls to and Warning. noarg Bad assignment. Checks for assignments to or to arguments array object. Warning. Bad constructor. Looks for construction where an expression is used in place of identifier (like a ternary to choose the function) Bad for in variable ' '. Looks for non-local vars in for in loops. Bad invocation. Looks for '()' calls with a non-identifer left-hand side (and not ' ', '(', '&&', or '?') like See bad new Do not use 'new' for side effects. Looks for new Foo() without assignment. bad number Bad number ' '. Looks for numbers outside the allowable range of to Warning. bad operand Bad operand. Looks for ++ and with non-identifier first tokens '!foo++') plusplus plusplus bad wrap Do not wrap function literals in parens unless they are to be immediately invoked. Checks for functions wrapped in parens that are not immediately invoked (followed by paren pair). immed combine var Combine this with the previous 'var' statement. Looks for variable declarations on separate that can be combined. vars Expected a conditional expression and instead saw an assignment. Looks for assignments inside of ternary either side of and && boss confusing a Confusing use of ' '. Looks for use of '+++', ' and specific cases of '!' negation. Confusing regular expression. Looks for ' ' or ' ' inside multiline comments. Do not use as a constructor. Don't call constructor for 'Number', 'String', 'Boolean', 'Math', 'JSON' ' ' has not been fully defined yet. Appears to be unused. ' ' is not a function. Looks for calls to Math JSON as a function. ' ' is not a label. Looks for break continue jumps to labels that don't exist. ' ' is out of scope. Unable to reproduce. funscope not greater ' ' should not be greater than ' '. Looks for use of counting in regexps with first number greater than second. octal a Don't use octal: ' '. Use instead. Looks for escaped 0-6 digit in string 0). Unexpected parameter ' ' in get function. Looks for ES5 getter with parameters (should have none). Do not mutate parameter ' ' when using 'arguments'. Looks for assignment to any function's params when body refers to arguments array. Expected parameter (value) in set function. Looks for ES5 setter function, ensures it has one parameter with name 'value'. radix Missing radix parameter. Calls to parseInt with one arg. Warning. read only Read only. Looks for assignment to predefined objects like Array or Object. Redefinition of ' '. Appears to be unused reserved a Reserved name ' '. checks if an identifier token is or Error. iterator proto slash equal A regular expression literal can be confused with ' '. Looks for ' '. strange loop Strange loop. Checks do, for, while loops for (at top-level of block, not inside condition). Warning. curly strict Strict violation. Looks for access to this inside function after ""use strict""; or access to arguments in global scope after ""use strict"";. strict strict subscript is better written in dot notation. Checks for notation property access when 'sub' option is false. String must be an identifier and not reserved. Warning. sub sync a Unexpected sync method: ' '. Looks for method calls containing 'Sync' in their name if 'stupid' option is false. Warning. stupid A trailing decimal point can be confused with a dot: Checks for numbers ending in character. Warning. unescaped a Unescaped ' '. Looks for unescaped ' ', '^', ', ')', '(', '+', '-', ' . Warning. use param Use a named parameter. Checks for access to 'arguments' array with a number. Warning. ' ' was used before it was defined. If 'undef' option is false and if the variable is not in scope, and is not predefined, and if we are not in the global scope, then we have an undefined variable error. Or if a function is called inside another function and has not yet been defined. Warning. undef latedef undef Variable was not declared correctly. Checks for broken var assignment (here 'foo') of form . Error. Weird assignment. Checks if left and right of ' ' assigment are 'similar . Also checks if condition keyword is followed by a non-infix '-'. Lastly checks if condition keyword is followed by ' weird new Weird construction. Delete 'new'. Checks for 'new function'? Warning. supernew weird program Weird program. Checks if we've hit a 'disrupting' statement at the top-level? Warning. Weird relation. Checks if left and right of comparators are 'similar' . Warning. Wrap an immediate function invocation in parentheses to assist the reader in understanding that the expression is the result of a function, and not the function itself. Checks if function is declared and then immediately invoked for it's return value. See Warning. immed wrap regexp Wrap the regexp literal in parens to disambiguate the slash operator. Checks for regexp following a 'return' keyword. Warning can be a form of eval. If 'evil' option is false and there's a call to or Warning.",5648
2691,APSTUD-4840,apstud,neill,description,2012-05-21 06:16:55.000,"This is a clone of bug APSTUD 4661 as I made the following comment on it, but I guess because that bug was deemed fixed, the comment went unnoticed. I've included the previous bug description after the new additional problem description. The previous bug was not correctly fixed and the following describes the remaining, rather peculiar, issue. I've upgraded to Aptana Studio 3, build: and have tested the following on Mageia and Ubuntu If I turn off the Refresh checkbox, save and view it again it remains off. If I close down Aptana and restart it, the checkbox remains off. If I close Aptana, log out, log back in again, and restart Aptana and view it, it remains off. The same is true if I don't close Aptana before logging out. However, if I reboot my machine, log in and then restart Aptana, it is now back on again. In other words, the setting doesn't seem to survive a reboot. I would guess this hints that the value is somehow being kept in memory and linux is reassigning that portion of memory to Aptana during the restarts of Aptana and even over a log out and log in again. Don't know if that is possible, but I can't imagine why it's misbehaving only on a reboot otherwise. Steps to reproduce: a) log in to either Mageia or Ubuntu or possibly other variants of linux or other OSes(haven't tested on those) b) start up Aptana and turn OFF the Refresh button c) REBOOT your machine d) log in again and start up Aptana, and view the value. All things going well it's back on again. Who'd have thought one checkbox could be so mysterious!! The original bug description was I've just upgraded to the latest aptana release and immediately hitting cpu usage issues with the CPU jumping to 90%ish every few seconds corresponding to a refresh of the workspace every few seconds. So I guess on my system Aptana the option 'Refresh using Native hooks or polling' is polling rather than hooks as it happens regardless of whether or not I'm doing anything. I've traced it down to the 'Refresh using Native Hooks or Polling' which is under the Workspace menu. If I turn it off, the system quietens down and all is fine. However, on a restart, this 'option' has re options saved (or perhaps isn't getting saved to the file?) So the bug I'm reporting here is the preference can't be set beyond a restart and, of course, like all preferences it should be. A second bug I guess is quite why the refresh of the workspace uses so much CPU - my system has 8000 files on a fairly old machine so I'm guessing it's hitting limits on my machine (results will of course vary on other machines). I've commented on that before (in the forums) and it was all fine in version 3 until now. I'll repeat my guess that there is a very inefficient method involved in the refresh of the workspace that still hasn't been resolved. Anyway - hopefully to replicate Type Workspace in to the preferences and select Workspaces at the bottom to get the ""Refresh "" option. Unselect it. Restart the studio, go back to that preference and you'll (hopefully) see it selected again. I've attached two images - the first when I deselected the option. The second when I restarted showing the option has been selected again.",3188
2763,APSTUD-4677,apstud,ingo,description,2012-04-23 11:32:44,"I've already tried to start Aptana as administrator and reload update site, then ""check for update"" but with no luck. Cannot complete the install because of a conflicting dependency. Software being installed: Aptana Studio 3 RCP Software currently installed: Aptana WebKit Browser Integration Only one of the following can be installed at once: WebKit Browser for SWT (win32 x86) WebKit Browser for SWT (win32 x86) Cannot satisfy dependency: From: Aptana Studio 3 Core To: Cannot satisfy dependency: From: Aptana Studio 3 RCP To: Cannot satisfy dependency: From: Aptana Studio 3 Plugin To: Cannot satisfy dependency: From: Aptana WebKit Browser Integration To: Cannot satisfy dependency: From: Aptana WebKit Browser Integration To: Messages in error log after Aptana startup: !ENTRY 2 2 !MESSAGE Job found still running after platform shutdown. Jobs should be canceled by the plugin that scheduled them during shutdown: Messages in error log after pressing check for update: !SESSION Microsystems Inc. BootLoader constants: OS win32, ARCH x86, WS win32, NL uk UA Command-line arguments: -os win32 -ws win32 -arch x86 !ENTRY 4 0 !MESSAGE Operation details !SUBENTRY 1 4 1 !MESSAGE Cannot complete the install because of a conflicting dependency. !SUBENTRY 2 4 0 !MESSAGE Software being installed: Aptana Studio 3 RCP !SUBENTRY 2 4 0 !MESSAGE Software currently installed: Aptana WebKit Browser Integration !SUBENTRY 2 4 1 !MESSAGE Only one of the following can be installed at once: !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Core !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 RCP !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Plugin !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !ENTRY 4 0 !MESSAGE Operation details !SUBENTRY 1 4 1 !MESSAGE Cannot complete the install because of a conflicting dependency. !SUBENTRY 2 4 0 !MESSAGE Software being installed: Aptana Studio 3 RCP !SUBENTRY 2 4 0 !MESSAGE Software currently installed: Aptana WebKit Browser Integration !SUBENTRY 2 4 1 !MESSAGE Only one of the following can be installed at once: !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Core !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 RCP !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Plugin !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !ENTRY 4 0 !MESSAGE Operation details !SUBENTRY 1 4 1 !MESSAGE Cannot complete the install because of a conflicting dependency. !SUBENTRY 2 4 0 !MESSAGE Software being installed: Aptana Studio 3 RCP !SUBENTRY 2 4 0 !MESSAGE Software currently installed: Aptana WebKit Browser Integration !SUBENTRY 2 4 1 !MESSAGE Only one of the following can be installed at once: !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Core !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 RCP !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Plugin !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !ENTRY 4 0 !MESSAGE Operation details !SUBENTRY 1 4 1 !MESSAGE Cannot complete the install because of a conflicting dependency. !SUBENTRY 2 4 0 !MESSAGE Software being installed: Aptana Studio 3 RCP !SUBENTRY 2 4 0 !MESSAGE Software currently installed: Aptana WebKit Browser Integration !SUBENTRY 2 4 1 !MESSAGE Only one of the following can be installed at once: !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Core !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 RCP !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Plugin !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !ENTRY 4 0 !MESSAGE Operation details !SUBENTRY 1 4 1 !MESSAGE Cannot complete the install because of a conflicting dependency. !SUBENTRY 2 4 0 !MESSAGE Software being installed: Aptana Studio 3 RCP !SUBENTRY 2 4 0 !MESSAGE Software currently installed: Aptana WebKit Browser Integration !SUBENTRY 2 4 1 !MESSAGE Only one of the following can be installed at once: !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 3 4 0 !MESSAGE WebKit Browser for SWT (win32 x86) !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Core !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 RCP !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana Studio 3 Plugin !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To: !SUBENTRY 2 4 1 !MESSAGE Cannot satisfy dependency: !SUBENTRY 3 4 0 !MESSAGE From: Aptana WebKit Browser Integration !SUBENTRY 3 4 0 !MESSAGE To:",7001
2772,APSTUD-4661,apstud,neill,description,2012-04-17 14:15:44,"I've just upgraded to the latest aptana release and immediately hitting cpu usage issues with the CPU jumping to 90%ish every few seconds corresponding to a refresh of the workspace every few seconds. So I guess on my system Aptana the option 'Refresh using Native hooks or polling' is polling rather than hooks as it happens regardless of whether or not I'm doing anything. I've traced it down to the 'Refresh using Native Hooks or Polling' which is under the Workspace menu. If I turn it off, the system quietens down and all is fine. However, on a restart, this 'option' has re options saved (or perhaps isn't getting saved to the file?) So the bug I'm reporting here is the preference can't be set beyond a restart and, of course, like all preferences it should be. A second bug I guess is quite why the refresh of the workspace uses so much CPU - my system has 8000 files on a fairly old machine so I'm guessing it's hitting limits on my machine (results will of course vary on other machines). I've commented on that before (in the forums) and it was all fine in version 3 until now. I'll repeat my guess that there is a very inefficient method involved in the refresh of the workspace that still hasn't been resolved. Anyway - hopefully to replicate Type Workspace in to the preferences and select Workspaces at the bottom to get the ""Refresh "" option. Unselect it. Restart the studio, go back to that preference and you'll (hopefully) see it selected again. I've attached two images - the first when I deselected the option. The second when I restarted showing the option has been selected again.",1604
2870,APSTUD-4329,apstud,quietopus,description,2012-02-05 10:32:44,"The goal: - A single directory in my project (""src""), containing files for the root of the site I am developing. - A local project copy which automatically syncs with the development server via an SFTP connection (""dev""). - An additional FTP connection (""prod"") to the production server, to which I can deploy (or ""Synchronize"") ""src"" at will. The Setup: - Created two connections, linking ""src"" to ""dev"" (""Local Dev"") and ""src"" to ""prod"" (""Local Prod""). - Configured ""Deployment Settings"" (from right-click on ""src"") with settings for ""dev"". - Configured (from right-click on ""src"") to refer to ""dev"", with ""Use the connection as default"" checked. The problem: 1. Change a file and save it. 1r. The ""Choose Connection"" dialog appears, with ""Local Prod: prod"" automatically selected and ""Remember my decision"" unchecked. 2. Select ""Local Dev: dev"". 3. Check ""Remember my decision"". 4. Click ""OK"" 4r. The takes place 6. Repeat Step 1, on the same file. 6r. Steps 1r, 2, 3, and 4 should now be skipped but they are not. Additional details: - Primary Project Nature: Web - Additional Project Nature: PHP - Project contains a single directory called ""src"", containing files for the root of the website I am developing. - Connection Manager lists two connections (in addition to the ""Default""): Dev"": Associates the local ""src"" directory with an SFTP connection to a sub-directory on the development server Prod"": Associates the local ""src"" directory with an FTP connection to the root directory on the production server, which is on a completely different domain than the development server. - The ""dev"" server is hosted with Hostmonster on a shared server. - I do not know how or with whom the ""prod"" server is hosted. SFTP does not seem to be available on this server, hence my use of FTP instead.",1795
2887,APSTUD-4252,apstud,ingo,description,2012-04-25 11:45:31,"You can reproduce this if you do the following steps. Connect to an FTP server and work remotely. Select a sub folder and use the ""go into"" function. Now wait a little bit and let the ftp connection timeout. After that do something again a file or refresh a filter. Now Aptana tries to enter every file as it's a directory. You don't even have to double click a file, just selecting it in the file tree makes aptana to try to enter the file as a folder. 421 Timeout - try typing a little faster next time RECONNECTING - FTP 220 Welcome to Pure-FTPd 220-You are user number 3 of 60 allowed. 220-Local time is now Server port: 21. 220-This is a private system - No anonymous login 220-IPv6 connections are also welcome on this server. 220 You will be disconnected after 15 minutes of inactivity. ftp USER xxxxxx 331 User xxxxxx OK. Password required ftp PASS 230-User web49u1 has group access to: web49 230 OK. Current restricted directory is ftp PWD 257 "" "" is your current location ftp CWD htdocs 250 OK. Current directory is htdocs ftp TYPE I 200 TYPE is now 8-bit binary ftp NOOP 200 ftp TYPE I 200 TYPE is now 8-bit binary ftp CWD 550 Can't change directory to Not a directory ftp PWD 257 "" htdocs"" is your current location ftp PASV 227 Entering Passive Mode ftp LIST . 150 Accepted data connection 226-Options: -a -l 226 14 matches total ftp CWD 550 Can't change directory to Not a directory ftp PWD 257 "" htdocs"" is your current location ftp PASV 227 Entering Passive Mode ftp LIST . 150 Accepted data connection 226-Options: -a -l 226 14 matches total ftp CWD 550 Can't change directory to Not a directory Here you have some FTP logs. Greetings Leo",1654
