,key,project,author,field,created,text,textLength
74,XD-3581,xd,mark.fisher,summary,2015-10-16 21:10:56.876,Add support for Tuple and JSON SpEL property accessors in,57
75,XD-3581,xd,mark.fisher,description,2015-10-16 21:11:27.046,"As a user, I'd like to build stream definitions using dot-delimited syntax for resolving properties for Tuple and JSON.",119
76,XD-3580,xd,sabby,summary,2015-10-05 16:37:36.956,Spike: Explore options to setup bare-metal deployment of using Lattice,70
77,XD-3580,xd,sabby,description,2015-10-05 16:38:30.180,"As a developer, I'd like to explore options to bootstrap and setup Lattice based infrastructure for bare metal deployment.",122
78,XD-3580,xd,sabby,Acceptance Criteria,2015-10-06 13:39:57.197,POC prototype available for review,34
79,XD-3573,xd,sabby,summary,2015-10-02 22:53:21.396,Include flag in REST endpoint,29
80,XD-3573,xd,sabby,Acceptance Criteria,2015-10-02 22:53:29.982,* Existing JOB REST API includes flag to identify parent-child relationships within the workflow,96
81,XD-3573,xd,sabby,description,2015-10-02 22:54:07.661,"As an XD user, I'd like to have a REST endpoint that returns job composition , so I can use it to differentiate visual representation between parent-child relationship and standalone jobs.",188
82,XD-3569,xd,thomas.risberg,description,2015-10-02 15:08:05.163,"As an XD module developer I would like to use HDFS for my custom module location even when my namenode is configured for HA. We had an issue filed in the project: ""It seems like custom module doesn't pickup namenode HA? and still use see:",238
83,XD-3561,xd,david_geary,description,2015-09-30 14:42:25.776,We have a use case where we need the HTTP source module to return a 204 status instead of the 200 status that is currently returned. There may be other status codes that it would be useful to be able to return. A simple additional option on the module would allow this to be configured.,286
84,XD-3559,xd,sabby,summary,2015-09-29 22:55:15.783,Add support to restart job composition,38
85,XD-3559,xd,grenfro,description,2015-09-30 19:02:46.598,"h2. Narrative As a XD user, I'd like to restart the composed job workflow from Shell UI.",88
86,XD-3558,xd,mminella,Acceptance Criteria,2015-09-30 19:01:50.142,button in the UI continues to launch the job composition * Relevant unit tests included to simulate various scenarios,117
87,XD-3558,xd,grenfro,description,2015-09-30 19:02:20.095,h2. Narrative Verify that the job launch works as we expect for the composed job.,81
88,XD-3557,xd,sabby,summary,2015-09-29 22:55:04.226,Expose status for each job within the composition,49
89,XD-3557,xd,grenfro,description,2015-09-30 19:01:09.893,"h2. Narrative As the xd user, I would like a way obtain the result of each child job as it is represented as a step in the parent job's graph. h2. Back story Each child job will have a completion status of its own that will be displayed in the Spring XD UI as well as the shell's job ution list.",295
90,XD-3556,xd,grenfro,summary,2015-09-30 00:14:19.612,Develop tasklet to ute a Job,28
91,XD-3556,xd,grenfro,description,2015-09-30 00:19:12.210,"As an XD developer, I'd like to create a to ute a job. This is so that we have a way to ute each Job in the graph of a composed job. This is done by invoking the correct REST endpoint for the step in the graph.",210
92,XD-3556,xd,mminella,description,2015-09-30 18:54:10.448,"h2. Narrative As the system, I would like a way to launch a previously deployed job module from another job module. h2. Back story For the composed job story, we will have a driver job that consists of each step that represents the ution of a job. This story is the creation of a that will launch the child job, and upon it's completion, set the results of the driver's step to that of the slave job's results.",410
93,XD-3553,xd,grenfro,description,2015-09-30 19:11:03.967,"h2. Narrative As an XD developer, I'd like to explore options to represent composed job, so I can create a workflow to orchestrate multiple jobs. h2. Back story For the composed job story, we need to create a ""real"" job module to be expressed in XML, so that we can take advantage of the job ution tasklet in XD-3556, so that each job can be uted as a step in the composed job.",377
94,XD-3553,xd,grenfro,Acceptance Criteria,2015-09-30 19:28:49.941,POC prototype available for design review. * Composed job Module should not be visible from the module list command.,116
95,XD-3532,xd,sabby,Acceptance Criteria,2015-09-28 22:34:31.624,maven repo includes module with respective details,50
96,XD-3531,xd,sabby,Acceptance Criteria,2015-09-28 22:39:07.333,maven repo includes module with respective details,50
97,XD-3530,xd,sabby,Acceptance Criteria,2015-09-28 22:39:16.076,maven repo includes module with respective details,50
98,XD-3529,xd,sabby,Acceptance Criteria,2015-09-28 22:39:25.844,maven repo includes module with respective details,50
99,XD-3528,xd,sabby,Acceptance Criteria,2015-09-28 22:39:34.194,maven repo includes module with respective details,50
100,XD-3519,xd,sabby,summary,2015-11-02 17:28:15.617,Add TAP support for Rabbit binder,33
101,XD-3519,xd,sabby,Acceptance Criteria,2015-11-02 17:29:38.569,Support for is available for rabbit binder and I'm able to successfully tap the primary pipeline data for parallel ad-hoc analysis,130
102,XD-3518,xd,sabby,description,2015-09-28 22:02:19.844,"As a user, I'd like to continue to use XD features in Spring Cloud Data Flow.",77
103,XD-3511,xd,sabby,description,2015-09-28 20:27:19.013,"As a user, I'd like to use to orchestrate data pipelines using Spring Cloud Data Flow.",86
104,XD-3511,xd,sabby,summary,2015-09-28 20:35:27.611,Support for Gemfire as module deployer,38
105,XD-3510,xd,grussell,description,2015-09-28 16:56:56.410,2 Exchanges left behind.,24
106,XD-3505,xd,sabby,description,2015-09-25 22:19:56.142,"As a user, I'm unable to push admin app to CF due to SSL certification errors while bootstrapping. Consider adding as a CF SPI dependency. Adding CF trusted certificate as dependency doesn't help either:",203
107,XD-3503,xd,hillert,description,2015-09-24 13:42:24.578,We do set a default value in: We need to document how this property can be used to allow for external services to use the XD Rest API and how you can customize it using,168
108,XD-3502,xd,thomas.risberg,summary,2015-09-22 13:23:13.961,Upgrade SCSM hdfs sink to SHDP,30
109,XD-3501,xd,sabby,description,2015-09-21 17:48:55.918,"As a user, I'm not able to shutdown from Admin UI with the following stream definition deployed. More details .",111
110,XD-3500,xd,sabby,summary,2015-09-21 16:48:39.579,Enhance test coverage for YARN SPI,34
111,XD-3498,xd,sabby,summary,2015-10-05 14:57:20.881,Spike: Explore options to support YARN integration tests,56
112,XD-3493,xd,sabby,description,2015-09-21 16:55:31.763,"As a XD developer, I'd like to upgrade to SI Spring Boot and AMQP dependencies, so I can take advantage of the latest improvements.",131
113,XD-3493,xd,dturanski,summary,2015-09-25 21:13:51.180,"Update SI, Spring, and AMQP dependencies",40
114,XD-3493,xd,dturanski,description,2015-09-25 21:14:12.143,"As a XD developer, I'd like to upgrade to SI Spring and AMQP dependencies, so I can take advantage of the latest improvements.",126
115,XD-3492,xd,sabby,description,2015-09-27 22:04:38.833,"As a XD developer, I'd like to move from modules repo to XD proper.",67
116,XD-3492,xd,sabby,summary,2015-09-27 22:04:47.017,Move to XD proper,17
117,XD-3489,xd,sabby,summary,2015-10-02 22:34:28.479,Add support to load Hadoop distribution of choice,49
118,XD-3489,xd,sabby,description,2015-10-02 22:35:17.835,"As a user, I'd like to have the option to choose Hadoop distribution of choice, so I can load the right Hadoop libraries in the CP.",131
119,XD-3489,xd,sabby,Acceptance Criteria,2015-10-02 22:36:31.643,Unit tests included to simulate successful load,47
120,XD-3489,xd,thomas.risberg,Acceptance Criteria,2015-10-19 14:09:17.690,create BOMs for the major distributions we want to support * Integration tests to simulate successful load,106
121,XD-3488,xd,sabby,description,2015-09-21 16:18:26.682,"As a developer, I'd like to refactor CC SPI deployer with CF java-client, so I can improve the overall design and performance.",126
122,XD-3488,xd,sabby,Acceptance Criteria,2015-09-21 16:19:47.229,", , , stream operations ute successfully",40
123,XD-3487,xd,mark.fisher,summary,2015-09-21 14:18:45.578,Consume environment variables at ModuleLauncher,47
124,XD-3487,xd,mark.fisher,description,2015-09-21 14:19:28.386,"As a developer, I'd like to pass any level environment variables, so I can use the tokens at runtime for binding the launcher's own boot properties, such as remote maven repository locations for module resolution.",213
125,XD-3487,xd,sabby,Acceptance Criteria,2015-10-05 16:32:15.626,Property overrides for modules can be successfully injected via external config files,85
126,XD-3487,xd,sabby,description,2015-10-05 16:34:27.745,"As a developer, I'd like to pass any overrides via external config file, so I can influence and override the default module (ex: module resolution from a different maven coordinate).",182
127,XD-3487,xd,sabby,summary,2015-10-05 16:34:58.039,Add property override support for modules via external config file,66
128,XD-3486,xd,sabby,description,2015-09-21 02:39:12.062,"As a developer, I'd like to add support for having different binder types for module's channels, so I can plug , , or as the source or sink to read and write respectively.",171
129,XD-3486,xd,sabby,summary,2015-09-21 16:41:35.881,Spike: Study support for different binder-types for module channels,67
130,XD-3486,xd,sabby,Acceptance Criteria,2015-09-24 14:54:44.430,"* Explore and document options for pluggable bindes to support redis, kafka, or rabbit",86
131,XD-3482,xd,eric.bottard,description,2015-09-21 15:41:01.943,"As a developer, I'd like to move module from XD to repo, so I can use it as to build streaming pipeline. See also XD-2250",121
132,XD-3480,xd,sabby,description,2015-09-21 01:50:32.094,"As a developer, I'd like to add test coverage to test commands in isolation, so I don't have to run full stream deployment based functional tests. More details .",161
133,XD-3478,xd,sabby,summary,2015-09-29 21:45:44.126,Spike: Investigate options for composed jobs repository,55
134,XD-3478,xd,sabby,description,2015-09-29 21:46:38.533,"As a XD developer, I'd like to explore repository options for ""composed jobs"", so I have the leverage to read write composed job definitions.",141
135,XD-3478,xd,sabby,Acceptance Criteria,2015-09-29 21:53:28.449,POC prototype available for design review.,42
136,XD-3477,xd,sabby,summary,2015-09-29 21:53:46.412,Suport to compose batch jobs,28
137,XD-3477,xd,sabby,description,2015-09-29 21:54:37.569,"As an XD user, I'd like to compose multiple jobs via Flo, so I don't have to write a custom job module to orchestrate them.",123
138,XD-3477,xd,grenfro,summary,2015-10-05 20:55:21.316,Support to compose batch jobs,29
140,XD-3475,xd,loesak,summary,2015-09-19 02:59:38.236,Composed modules destination binding order incorrect,52
141,XD-3470,xd,mark.pollack,summary,2016-02-23 18:01:35.382,Add maxWait property to set in kafka message bus,48
142,XD-3467,xd,sabby,summary,2015-09-21 16:50:43.852,Spike: Study scope to add support for hdfs commands in shell,60
143,XD-3465,xd,grussell,description,2015-09-08 16:36:57.515,"When the is defined as a , the output channel must be set on the handler, not in the annotation. The handler should detect a . See",130
144,XD-3464,xd,pharris,description,2015-09-10 13:13:00.213,"(From Eric) Deploying using the following stream fails (probably because of issues around quoting): `stream create foo ""time filter log"" When you try to destroy the stream the destroy fails, which shouldn't happen whether the stream was valid or not.",250
145,XD-3462,xd,sabby,Acceptance Criteria,2015-09-07 15:16:49.881,release version is included in the banner,41
146,XD-3462,xd,sabby,description,2015-09-11 16:11:33.652,"As a user, I'd like to create a new banner, so I can embed and display the banner when the shell server boots-up. Perhaps use this ?",132
147,XD-3459,xd,tezra,description,2015-09-04 16:37:20.475,"I am trying to use Presto JDBC driver with Spring-XD JDBC source but I as soon as I deploy the stream I get This is because so the driver seems to work fine. In the mean while, I would like to know if there is any workaround for this issue. I am using with Java on Ubuntu precise. I added the driver jar to xd lib from here: stream create foo ERROR - Could not open JDBC Connection for transaction; nested exception is Disabling auto-commit mode not supported Source) Caused by: Disabling auto-commit mode not supported Method) at Source) at 21 more public class Test",567
148,XD-3451,xd,sabby,summary,2015-09-02 15:04:42.054,Correctly report state of module instances,42
149,XD-3448,xd,sabby,Acceptance Criteria,2015-09-21 17:15:11.594,Caveats and bootlenecks captured,32
150,XD-3447,xd,sabby,Acceptance Criteria,2015-09-02 15:40:26.504,Following sections were captured: Deployment variants Module development workflow * Shell UI,92
151,XD-3444,xd,sabby,Acceptance Criteria,2015-08-31 22:50:48.594,* gh pages branch exist for and repos,37
152,XD-3438,xd,sabby,description,2015-09-21 16:36:36.737,"SCD Admin will have connection information for a task and job repository. This information will need to be transferred to the Task Launcher. The scope is to study the following options: should be an option? * If nothing specified, the default is always YAML?",258
153,XD-3438,xd,sabby,summary,2015-09-21 16:39:10.276,Spike: Study options for loading reusable configurations,56
154,XD-3423,xd,mark.fisher,Acceptance Criteria,2015-08-24 12:39:40.866,The following commands should work: task status should return one of: launching cancelling failed * completed,109
155,XD-3421,xd,sabby,summary,2015-08-25 08:00:55.331,Create a Rabbit Kafka Available Rule in,39
156,XD-3421,xd,sabby,description,2015-09-21 16:29:23.199,"Can take from previous implementation in Should have a way to enforce not skipping tests based on an environment variable. Consider moving this coverage to SI ""commons"" or equivalent.",183
157,XD-3415,xd,dturanski,description,2015-08-19 09:55:21.667,"Ultimately module classes should themselves be a module so that testing a Source for example would use a TestSink and the message verified on the sink input(). This is currently a placeholder which includes: Corresponding Changes to the to eliminate and provide support for easily using the test's if necessary, test-specific annotations Refactor existing module test code",372
158,XD-3415,xd,dturanski,summary,2015-08-19 09:55:45.074,Replace with generic SI Components,34
159,XD-3414,xd,sabby,description,2015-09-21 16:29:05.939,"As a developer, I'd like to create a new project to contain all the rules associated contract, so it is isolated from core and reusable by test coverage as needed. Consider moving this coverage to SI ""commons"" or equivalent.",224
160,XD-3403,xd,jvalkeal,description,2015-09-04 08:51:28.649,"As a developer, I'd like to support multiple app instances: Motivation to this is that different yarn apps can have different queues and priorities. Yarn administrator can define that some app queues have higher priority to reserve resources from * Using deployment properties like this allows to customize runtime parameters like how much we try to reserve mem cpu for modules, etc.",383
161,XD-3398,xd,sabby,description,2015-08-18 10:05:29.798,"As a developer, I'd like to create auto configuration for binder so I can automatically configure the Spring application based on the dependencies.",147
